companyid,locationid,state,patientid,procedure_code,production,description,week_start_date,year
V530915,1-Jan,QC,380,IL3808,175.05,IDEXX COMP DIARRHEA PROFILE K9,2017-06-12,2017
V530915,1-Jan,QC,373,IL45139,171.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2017-06-12,2017
V530915,1-Jan,QC,529,FECAL,76.0,FECAL FLOAT (TO IDEXX LAB),2017-07-03,2017
V530915,1-Jan,QC,478,MM,119.5,IDEXX MEDICAL MONITORING PROFILE,2017-07-10,2017
V530915,1-Jan,QC,401,27007,162.0,SENIOR PROFILE - IDEXX,2017-07-17,2017
V530915,1-Jan,QC,662,ID75,307.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-07-24,2017
V530915,1-Jan,QC,299,URINE,63.5,URINALYSIS IN HOUSE - IDEXX,2017-08-07,2017
V530915,1-Jan,QC,778,SA705,124.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2017-08-21,2017
V530915,1-Jan,QC,763,FDX,49.0,FECAL DX (IDEXX),2017-09-04,2017
V530915,1-Jan,QC,314,I7723,49.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-09-25,2017
V530915,1-Jan,QC,324,I7723,48.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-10-16,2017
V530915,1-Jan,QC,922,IL9461,141.0,IDEXX URINE CORT/CREATINE ADD-ON,2017-10-16,2017
V530915,1-Jan,QC,451,42739999,444.7,IDEXX CANINE BLOODWORK PACKAGE,2017-10-16,2017
V530915,1-Jan,QC,263,ID75,333.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-10-23,2017
V530915,1-Jan,QC,790,AC100,94.9,IDEXX 4DX  W REFLEX,2017-10-30,2017
V530915,1-Jan,QC,853,3231,54.96,FECAL O&P PRIMATE - IDEXX #320388,2017-11-06,2017
V530915,1-Jan,QC,628,IL31829,135.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-12-04,2017
V530915,1-Jan,QC,647,IL75B,168.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-12-11,2017
V530915,1-Jan,QC,479,IDX10,64.89,IDEXX FELV + FIV TEST (IN HOUSE),2017-12-18,2017
V530915,1-Jan,QC,611,IL501,61.0,IDEXX OVA AND PARASITES (FECAL),2018-01-22,2018
V530915,1-Jan,QC,907,T4,48.5,IDEXX T4,2018-02-12,2018
V530915,1-Jan,QC,629,IL90999,286.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2018-03-05,2018
V530915,1-Jan,QC,251,6120,68.0,IDEXX - CHEM 10 RECHECK,2018-03-12,2018
V530915,1-Jan,QC,942,910,67.04,URINALYSIS ~ IDEXX,2018-04-16,2018
V530915,1-Jan,QC,807,IL3808,164.05,IDEXX COMP DIARRHEA PROFILE K9,2018-05-28,2018
V530915,1-Jan,QC,628,IL9101,87.73,IDEXX URINALYSIS ADD-ON,2018-10-08,2018
V530915,1-Jan,QC,319,IL275,161.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2018-10-22,2018
V530915,1-Jan,QC,626,FDX,50.0,FECAL DX (IDEXX),2018-12-10,2018
V530915,1-Jan,QC,496,31803,135.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2019-01-14,2019
V530915,1-Jan,QC,720,IL45139,171.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2019-02-18,2019
V530915,1-Jan,QC,353,27007,170.0,SENIOR PROFILE - IDEXX,2019-03-25,2019
V530915,1-Jan,QC,864,IL31829,134.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2019-05-20,2019
V530915,1-Jan,QC,314,IL5010,48.49,IDEXX OVA AND PARASITES 3 OR MORE,2019-08-26,2019
V530915,1-Jan,QC,839,IL275,161.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2019-09-02,2019
V530915,1-Jan,QC,429,4DX,63.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2019-11-04,2019
V530915,1-Jan,QC,593,IRL24639,50.56,IDEXX FECAL DX PROFILE W GIARDIA,2019-11-11,2019
V530915,1-Jan,QC,391,IDX10,72.89,IDEXX FELV + FIV TEST (IN HOUSE),2019-12-23,2019
V530915,1-Jan,QC,643,4DX,58.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2019-12-23,2019
V530915,1-Jan,QC,659,IL9101,83.73,IDEXX URINALYSIS ADD-ON,2020-01-06,2020
V530915,1-Jan,QC,120,IL5199,51.48,IDEXX FECAL DX ANTIGEN,2020-01-20,2020
V530915,1-Jan,QC,907,3231,61.96,FECAL O&P PRIMATE - IDEXX #320438,2020-01-27,2020
V530915,1-Jan,QC,992,6240,159.0,SA IDEXX B12(2013),2020-03-02,2020
V530915,1-Jan,QC,141,FECAL,78.0,FECAL FLOAT (TO IDEXX LAB),2020-03-16,2020
V530915,1-Jan,QC,420,IDX101,92.31,IDEXX CHEM 15,2020-03-30,2020
V530915,1-Jan,QC,897,IL5013,64.0,IDEXX FECAL DX OVA AND ANTIGEN,2020-08-10,2020
V530915,1-Jan,QC,234,IL75B,173.0,IDEXX TOTAL HEALTH PLUS BASIC**,2020-10-12,2020
V530915,1-Jan,QC,136,IL5013,60.0,IDEXX FECAL DX OVA AND ANTIGEN,2020-12-07,2020
V530915,1-Jan,QC,461,IL8041,121.72,IDEXX T4 FOLLOW-UP,2020-12-28,2020
V530915,1-Jan,QC,239,IL9101,86.73,IDEXX URINALYSIS ADD-ON,2020-12-28,2020
V530915,1-Jan,QC,317,IL24483,258.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2021-01-11,2021
V530915,1-Jan,QC,770,IL75B,170.0,IDEXX TOTAL HEALTH PLUS BASIC**,2021-05-17,2021
V530915,1-Jan,QC,944,RX7244,64.0,4DX HEARTWORM - IDEXX,2021-10-04,2021
V530915,1-Jan,QC,204,IL45139,172.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2021-11-08,2021
V530915,1-Jan,QC,591,490IDX,41.5,IDEXX HEARTWORM SNAP TEST,2021-11-08,2021
V530915,1-Jan,QC,778,1295,85.89,IDEXX URINALYSIS,2021-11-15,2021
V530915,1-Jan,QC,279,776,131.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2022-02-28,2022
V530915,1-Jan,QC,906,42739999,456.7,IDEXX CANINE BLOODWORK PACKAGE,2022-03-21,2022
V530915,1-Jan,QC,735,1189,134.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2022-05-16,2022
V530915,1-Jan,QC,737,IL75B,171.0,IDEXX TOTAL HEALTH PLUS BASIC**,2022-08-08,2022
V530915,1-Jan,QC,461,FDX,49.0,FECAL DX (IDEXX),2022-08-22,2022
V530915,1-Jan,QC,617,4DX,55.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2022-08-22,2022
V530915,1-Jan,QC,706,1827,108.11,IDEXX TOTAL HEALTH + T4 #759999,2022-09-26,2022
V530915,1-Jan,QC,558,3231,55.96,FECAL O&P PRIMATE - IDEXX #320437,2022-10-03,2022
V530915,1-Jan,QC,448,IL9400,110.15,IDEXX URINALYSIS WITH UPC,2022-10-31,2022
V530915,1-Jan,QC,896,1827,110.11,IDEXX TOTAL HEALTH + T4 #759999,2022-11-07,2022
V530915,1-Jan,QC,357,IL9101,86.73,IDEXX URINALYSIS ADD-ON,2023-02-20,2023
V530915,1-Jan,QC,708,IL501,61.0,IDEXX OVA AND PARASITES (FECAL),2023-06-12,2023
V530915,1-Jan,QC,989,IL8041,117.72,IDEXX T4 FOLLOW-UP,2023-06-26,2023
V530915,1-Jan,QC,453,64275,59.8,FECAL O&P DX PP IDEXX #5013,2023-09-25,2023
V530915,1-Jan,QC,933,FAAP,157.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2023-11-13,2023
V530915,1-Jan,QC,232,IL501,64.0,IDEXX OVA AND PARASITES (FECAL),2023-11-20,2023
V530915,1-Jan,QC,898,FECA,31.0,FECAL PANEL TO IDEXX,2023-12-04,2023
V530915,1-Jan,QC,581,13867,73.0,IDEXX PHENOBARBITAL (1000),2023-12-11,2023
V530915,1-Jan,QC,722,48019999,279.0,FELINE PLUS (IDEXX),2023-12-25,2023
V535882,1-Jan,NL,932,IL31829,133.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-01-09,2017
V535882,1-Jan,NL,718,64275,65.8,FECAL O&P DX PP IDEXX #5013,2017-01-23,2017
V535882,1-Jan,NL,570,176140,29.0,IDEXX CATALYST LYTE 4,2017-01-23,2017
V535882,1-Jan,NL,292,759999,191.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2017-02-06,2017
V535882,1-Jan,NL,200,910,73.8,IDEXX URINALYSIS,2017-02-20,2017
V535882,1-Jan,NL,748,IL90999,284.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-02-27,2017
V535882,1-Jan,NL,904,ID75,314.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-02-27,2017
V535882,1-Jan,NL,964,3231,58.96,FECAL O&P PRIMATE - IDEXX #320437,2017-02-27,2017
V535882,1-Jan,NL,145,IDX10,73.89,IDEXX FELV + FIV TEST (IN HOUSE),2017-03-13,2017
V535882,1-Jan,NL,570,I381099,223.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2017-03-20,2017
V535882,1-Jan,NL,124,IL22159,92.0,IDEXX PRE-OP PANEL/ADULT PANEL,2017-04-10,2017
V535882,1-Jan,NL,242,PREAXBW,113.6,IDEXX PABW,2017-05-01,2017
V535882,1-Jan,NL,861,IRL24639,49.56,IDEXX FECAL DX PROFILE W GIARDIA,2017-05-29,2017
V535882,1-Jan,NL,436,31803,129.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-05-29,2017
V535882,1-Jan,NL,429,FDX,54.0,FECAL DX (IDEXX),2017-06-05,2017
V535882,1-Jan,NL,162,IL275,156.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-06-12,2017
V535882,1-Jan,NL,546,3231,59.96,FECAL O&P PRIMATE - IDEXX #320389,2017-06-26,2017
V535882,1-Jan,NL,208,13867,74.0,IDEXX PHENOBARBITAL (1000),2017-07-24,2017
V535882,1-Jan,NL,116,FECA,38.0,FECAL PANEL TO IDEXX,2017-09-04,2017
V535882,1-Jan,NL,281,MM,124.5,IDEXX MEDICAL MONITORING PROFILE,2017-09-11,2017
V535882,1-Jan,NL,437,24639,82.57,IDEXX FECAL DX PROFILE W GIARDIA,2017-09-11,2017
V535882,1-Jan,NL,929,IL5013,55.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-09-25,2017
V535882,1-Jan,NL,774,24639,88.57,IDEXX FECAL DX PROFILE W GIARDIA,2017-09-25,2017
V535882,1-Jan,NL,735,HF248,197.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-09-25,2017
V535882,1-Jan,NL,105,1295,80.89,IDEXX URINALYSIS,2017-11-27,2017
V535882,1-Jan,NL,392,IL31829,126.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2017-12-18,2017
V535882,1-Jan,NL,828,IL31829,96.92,IDEXX K9 COMP PARASITE SCREEN,2017-12-25,2017
V535882,1-Jan,NL,284,IL90999,292.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2018-01-01,2018
V535882,1-Jan,NL,154,3231,57.96,FECAL O&P PRIMATE - IDEXX #320437,2018-02-05,2018
V535882,1-Jan,NL,452,IDX101,89.31,IDEXX CHEM 15,2018-02-05,2018
V535882,1-Jan,NL,291,IL5013,61.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-02-26,2018
V535882,1-Jan,NL,514,GIAFF,80.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2018-03-05,2018
V535882,1-Jan,NL,969,31803,124.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2018-05-28,2018
V535882,1-Jan,NL,932,42739999,434.7,IDEXX CANINE BLOODWORK PACKAGE,2018-06-11,2018
V535882,1-Jan,NL,331,PREAXBW,111.6,IDEXX PABW,2018-06-18,2018
V535882,1-Jan,NL,838,GIAFF,72.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2018-06-25,2018
V535882,1-Jan,NL,462,75PCMET,258.0,PCMET IDEXX TOTAL BODY HEALTH (75),2018-06-25,2018
V535882,1-Jan,NL,311,AC100,94.9,IDEXX 4DX  W REFLEX,2018-07-16,2018
V535882,1-Jan,NL,677,1248,295.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2018-08-13,2018
V535882,1-Jan,NL,431,IDX2,200.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-08-13,2018
V535882,1-Jan,NL,643,HW,64.0,IDEXX - HEARTWORM SNAP,2018-09-24,2018
V535882,1-Jan,NL,514,IL9461,133.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-10-08,2018
V535882,1-Jan,NL,438,HF248,191.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-03-18,2019
V535882,1-Jan,NL,468,HF248,192.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-04-15,2019
V535882,1-Jan,NL,407,1189,132.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2019-04-29,2019
V535882,1-Jan,NL,995,4871999,108.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2019-08-26,2019
V535882,1-Jan,NL,591,IL3808,166.05,IDEXX COMP DIARRHEA PROFILE K9,2019-08-26,2019
V535882,1-Jan,NL,747,IL75B,167.0,IDEXX TOTAL HEALTH PLUS BASIC**,2019-09-16,2019
V535882,1-Jan,NL,339,IL31829,135.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2019-11-11,2019
V535882,1-Jan,NL,329,IDEXX5013L,43.75,IDEXX - FECAL DX - TO LAB,2019-12-09,2019
V535882,1-Jan,NL,108,13867,77.0,IDEXX PHENOBARBITAL (1000),2020-02-10,2020
V535882,1-Jan,NL,875,910,69.04,URINALYSIS ~ IDEXX,2020-02-17,2020
V535882,1-Jan,NL,464,176140,37.0,IDEXX CATALYST LYTE 4,2020-03-23,2020
V535882,1-Jan,NL,750,ID804,129.0,IDEXX TOTAL T4,2020-04-27,2020
V535882,1-Jan,NL,546,IL45139,164.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2020-05-04,2020
V535882,1-Jan,NL,912,IL24483,262.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2020-05-25,2020
V535882,1-Jan,NL,934,176140,35.0,IDEXX CATALYST LYTE 4,2020-06-01,2020
V535882,1-Jan,NL,393,IL9101,89.73,IDEXX URINALYSIS ADD-ON,2020-06-15,2020
V535882,1-Jan,NL,600,IL31829,133.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2020-07-27,2020
V535882,1-Jan,NL,640,IL3808,167.05,IDEXX COMP DIARRHEA PROFILE K9,2020-07-27,2020
V535882,1-Jan,NL,339,42739999,442.7,IDEXX CANINE BLOODWORK PACKAGE,2020-08-10,2020
V535882,1-Jan,NL,957,1189,129.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2020-08-17,2020
V535882,1-Jan,NL,907,1827,109.11,IDEXX TOTAL HEALTH + T4 #759999,2020-09-28,2020
V535882,1-Jan,NL,798,2463,56.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2021-03-08,2021
V535882,1-Jan,NL,378,I910,75.0,IDEXX URINALYSIS,2021-04-05,2021
V535882,1-Jan,NL,690,4DX,58.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2021-05-31,2021
V535882,1-Jan,NL,572,IL9101,84.73,IDEXX URINALYSIS ADD-ON,2021-06-14,2021
V535882,1-Jan,NL,406,FAAP,163.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2021-06-28,2021
V535882,1-Jan,NL,122,776,131.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2021-09-13,2021
V535882,1-Jan,NL,544,24639,67.0,IDEXX FECAL O&P W GIARDIA,2021-11-08,2021
V535882,1-Jan,NL,513,176140,30.0,IDEXX CATALYST LYTE 4,2021-11-15,2021
V535882,1-Jan,NL,403,HF248,194.0,ZRADIOLOGY CONSULT (IDEXX) HF,2021-12-20,2021
V535882,1-Jan,NL,979,AC100,102.9,IDEXX 4DX  W REFLEX,2021-12-27,2021
V535882,1-Jan,NL,211,3231,58.96,FECAL O&P PRIMATE - IDEXX #320437,2022-01-31,2022
V535882,1-Jan,NL,429,AC100,100.9,IDEXX 4DX  W REFLEX,2022-03-28,2022
V535882,1-Jan,NL,209,IL7244,54.47,IDEXX LAB 4DX PLUS TEST - CANINE,2022-04-18,2022
V535882,1-Jan,NL,371,FECALDX,76.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2022-06-27,2022
V535882,1-Jan,NL,996,IL275,159.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2022-07-04,2022
V535882,1-Jan,NL,267,IDX10,69.89,IDEXX FELV + FIV TEST (IN HOUSE),2022-07-25,2022
V535882,1-Jan,NL,117,HW,55.0,IDEXX - HEARTWORM SNAP,2022-08-01,2022
V535882,1-Jan,NL,217,IL3808,160.05,IDEXX COMP DIARRHEA PROFILE K9,2023-01-09,2023
V535882,1-Jan,NL,487,IDX2,197.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2023-01-23,2023
V535882,1-Jan,NL,798,27007,164.0,SENIOR PROFILE - IDEXX,2023-01-30,2023
V535882,1-Jan,NL,648,IL22159,85.0,IDEXX PRE-OP PANEL/ADULT PANEL,2023-04-17,2023
V535882,1-Jan,NL,709,URINE,69.5,URINALYSIS IN HOUSE - IDEXX,2023-05-08,2023
V535882,1-Jan,NL,510,IL5199,50.48,IDEXX FECAL DX ANTIGEN,2023-09-25,2023
V535882,1-Jan,NL,786,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2023-10-02,2023
V535882,1-Jan,NL,352,IL7244,50.47,IDEXX LAB 4DX PLUS TEST - CANINE,2023-10-23,2023
V535882,1-Jan,NL,724,24639,86.57,IDEXX FECAL DX PROFILE W GIARDIA,2023-12-04,2023
V535882,3-Jan,GA,170,759999,204.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2017-01-02,2017
V535882,3-Jan,GA,536,ID75,329.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-01-02,2017
V535882,3-Jan,GA,238,IL9461,143.0,IDEXX URINE CORT/CREATINE ADD-ON,2017-01-30,2017
V535882,3-Jan,GA,422,IL75B,160.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-02-27,2017
V535882,3-Jan,GA,680,1248,268.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-03-20,2017
V535882,3-Jan,GA,221,3231,55.96,FECAL O&P PRIMATE - IDEXX #320389,2017-03-27,2017
V535882,3-Jan,GA,629,IDX101,91.31,IDEXX CHEM 15,2017-03-27,2017
V535882,3-Jan,GA,480,2463,53.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-03-27,2017
V535882,3-Jan,GA,359,6120,69.0,IDEXX - CHEM 10 RECHECK,2017-04-24,2017
V535882,3-Jan,GA,589,3231,56.96,FECAL O&P PRIMATE - IDEXX #320389,2017-04-24,2017
V535882,3-Jan,GA,734,IL45139,171.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2017-05-08,2017
V535882,3-Jan,GA,778,IRL24639,49.56,IDEXX FECAL DX PROFILE W GIARDIA,2017-05-08,2017
V535882,3-Jan,GA,633,27007,172.0,SENIOR PROFILE - IDEXX,2017-05-15,2017
V535882,3-Jan,GA,962,IR501,47.0,IDEXX FECAL O&P,2017-05-22,2017
V535882,3-Jan,GA,387,IL31829,126.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-06-12,2017
V535882,3-Jan,GA,678,I381099,233.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2017-06-26,2017
V535882,3-Jan,GA,736,176140,30.0,IDEXX CATALYST LYTE 4,2017-07-10,2017
V535882,3-Jan,GA,210,IDX101,91.31,IDEXX CHEM 15,2017-07-24,2017
V535882,3-Jan,GA,695,10132,46.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2017-08-07,2017
V535882,3-Jan,GA,349,42739999,439.7,IDEXX CANINE BLOODWORK PACKAGE,2017-08-07,2017
V535882,3-Jan,GA,449,IL9101,87.73,IDEXX URINALYSIS ADD-ON,2017-08-07,2017
V535882,3-Jan,GA,775,AC100,100.9,IDEXX 4DX  W REFLEX,2017-08-14,2017
V535882,3-Jan,GA,447,42739999,463.7,IDEXX CANINE BLOODWORK PACKAGE,2017-08-21,2017
V535882,3-Jan,GA,800,IL24483,258.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-10-09,2017
V535882,3-Jan,GA,949,IL5199,43.48,IDEXX FECAL DX ANTIGEN,2017-12-18,2017
V535882,3-Jan,GA,734,1295,82.89,IDEXX URINALYSIS,2018-01-08,2018
V535882,3-Jan,GA,874,1295,86.89,IDEXX URINALYSIS,2018-01-15,2018
V535882,3-Jan,GA,699,IDEXX5013L,48.75,IDEXX - FECAL DX - TO LAB,2018-01-29,2018
V535882,3-Jan,GA,921,FDX,51.0,FECAL DX (IDEXX),2018-02-05,2018
V535882,3-Jan,GA,521,4DX,64.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2018-03-12,2018
V535882,3-Jan,GA,364,176140,34.0,IDEXX CATALYST LYTE 4,2018-07-09,2018
V535882,3-Jan,GA,903,2463,57.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2018-07-30,2018
V535882,3-Jan,GA,248,IL24483,269.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2018-10-15,2018
V535882,3-Jan,GA,336,IDX101,93.31,IDEXX CHEM 15,2019-01-21,2019
V535882,3-Jan,GA,271,1295,86.89,IDEXX URINALYSIS,2019-02-04,2019
V535882,3-Jan,GA,132,3231,56.96,FECAL O&P PRIMATE - IDEXX #320388,2019-02-18,2019
V535882,3-Jan,GA,822,24639,71.0,IDEXX FECAL O&P W GIARDIA,2019-03-04,2019
V535882,3-Jan,GA,613,24639,86.57,IDEXX FECAL DX PROFILE W GIARDIA,2019-06-17,2019
V535882,3-Jan,GA,627,IL5013,60.0,IDEXX FECAL DX OVA AND ANTIGEN,2019-07-29,2019
V535882,3-Jan,GA,656,FAAP,169.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2019-07-29,2019
V535882,3-Jan,GA,530,1773,28.01,IDEXX CBC (PROCYTE) INHOUSE,2019-08-05,2019
V535882,3-Jan,GA,930,PREAXBW,115.6,IDEXX PABW,2019-09-02,2019
V535882,3-Jan,GA,534,490IDX,46.5,IDEXX HEARTWORM SNAP TEST,2019-10-07,2019
V535882,3-Jan,GA,324,27013,78.0,CBC - IDEXX,2019-11-25,2019
V535882,3-Jan,GA,570,IL9101,90.73,IDEXX URINALYSIS ADD-ON,2019-12-02,2019
V535882,3-Jan,GA,280,42739999,455.7,IDEXX CANINE BLOODWORK PACKAGE,2019-12-02,2019
V535882,3-Jan,GA,192,13867,75.0,IDEXX PHENOBARBITAL (1000),2019-12-30,2019
V535882,3-Jan,GA,661,IL9400,103.15,IDEXX URINALYSIS WITH UPC,2020-01-20,2020
V535882,3-Jan,GA,284,FDX,51.0,FECAL DX (IDEXX),2020-03-09,2020
V535882,3-Jan,GA,136,IL3808,165.05,IDEXX COMP DIARRHEA PROFILE K9,2020-03-16,2020
V535882,3-Jan,GA,536,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2020-05-25,2020
V535882,3-Jan,GA,103,64275,65.8,FECAL O&P DX PP IDEXX #5013,2020-06-15,2020
V535882,3-Jan,GA,148,27007,169.0,SENIOR PROFILE - IDEXX,2020-07-06,2020
V535882,3-Jan,GA,127,IL75B,171.0,IDEXX TOTAL HEALTH PLUS BASIC**,2020-07-20,2020
V535882,3-Jan,GA,557,I910,73.0,IDEXX URINALYSIS,2020-07-27,2020
V535882,3-Jan,GA,856,FECA,32.0,FECAL PANEL TO IDEXX,2020-09-21,2020
V535882,3-Jan,GA,653,1189,126.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2020-10-12,2020
V535882,3-Jan,GA,247,ID75,312.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2020-12-07,2020
V535882,3-Jan,GA,340,48019999,258.0,FELINE PLUS (IDEXX),2020-12-07,2020
V535882,3-Jan,GA,599,27013,73.0,CBC - IDEXX,2020-12-14,2020
V535882,3-Jan,GA,107,3231,57.96,FECAL O&P PRIMATE - IDEXX #320381,2021-01-04,2021
V535882,3-Jan,GA,493,IDX10,68.89,IDEXX FELV + FIV TEST (IN HOUSE),2021-02-15,2021
V535882,3-Jan,GA,159,IL31829,135.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2021-02-22,2021
V535882,3-Jan,GA,390,MM,130.5,IDEXX MEDICAL MONITORING PROFILE,2021-07-05,2021
V535882,3-Jan,GA,180,IDX101,97.31,IDEXX CHEM 15,2021-07-12,2021
V535882,3-Jan,GA,904,10132,46.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2021-07-26,2021
V535882,3-Jan,GA,775,759999,206.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2021-10-04,2021
V535882,3-Jan,GA,799,3231,58.96,FECAL O&P PRIMATE - IDEXX #320388,2021-10-25,2021
V535882,3-Jan,GA,526,IL75B,161.0,IDEXX TOTAL HEALTH PLUS BASIC**,2021-12-27,2021
V535882,3-Jan,GA,901,IL7244,53.47,IDEXX LAB 4DX PLUS TEST - CANINE,2022-01-03,2022
V535882,3-Jan,GA,621,FECALDX,78.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2022-01-17,2022
V535882,3-Jan,GA,984,URINE,64.5,URINALYSIS IN HOUSE - IDEXX,2022-01-24,2022
V535882,3-Jan,GA,872,1248,270.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2022-01-24,2022
V535882,3-Jan,GA,551,IL24483,257.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-02-21,2022
V535882,3-Jan,GA,128,6240,157.0,SA IDEXX B12(2013),2022-05-23,2022
V535882,3-Jan,GA,575,IL31829,126.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2022-06-06,2022
V535882,3-Jan,GA,949,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2022-07-04,2022
V535882,3-Jan,GA,792,IL3808,173.05,IDEXX COMP DIARRHEA PROFILE K9,2022-08-01,2022
V535882,3-Jan,GA,860,4DX,62.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2022-12-19,2022
V535882,3-Jan,GA,758,IDX105,55.81,IDEXX CBC,2023-01-09,2023
V535882,3-Jan,GA,567,IL45139,166.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2023-01-09,2023
V535882,3-Jan,GA,103,27013,79.0,CBC - IDEXX,2023-01-23,2023
V535882,3-Jan,GA,630,27007,162.0,SENIOR PROFILE - IDEXX,2023-02-06,2023
V535882,3-Jan,GA,850,IL275,155.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2023-02-13,2023
V535882,3-Jan,GA,291,759999,209.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2023-04-17,2023
V535882,3-Jan,GA,270,IL5010,48.49,IDEXX OVA AND PARASITES 3 OR MORE,2023-06-05,2023
V535882,3-Jan,GA,639,3231,54.96,FECAL O&P PRIMATE - IDEXX #320438,2023-06-05,2023
V535882,3-Jan,GA,461,IL9461,140.0,IDEXX URINE CORT/CREATINE ADD-ON,2023-07-24,2023
V535882,3-Jan,GA,887,24639,65.0,IDEXX FECAL O&P W GIARDIA,2023-08-07,2023
