companyid,locationid,patientid,clientid,breed,species,age
V380990,1-Jan,577,280,YORKIE MIX,CANINE,15
V380990,1-Jan,145,399,AUSSIEDOODLE,CANINE,6
V380990,1-Jan,499,338,SPHYNX,FELINE,9
V380990,1-Jan,334,248,YORKSHIRE TERRIER,CANINE,15
V380990,1-Jan,403,223,RETRIEVER  GOLDEN,CANINE,15
V380990,1-Jan,496,429,COCKER SPANIEL,CANINE,16
V380990,1-Jan,734,457,SIAMESE MIX,FELINE,23
V380990,1-Jan,567,266,COLLIE MIX,CANINE,14
V380990,1-Jan,758,283,CHOW CHOW,CANINE,23
V380990,1-Jan,210,321,OTHER SMALL,OTHER SMALL,12
V380990,1-Jan,815,167,GOLDENDOODLE,CANINE,10
V380990,1-Jan,146,305,PUG,CANINE,7
V380990,1-Jan,396,488,LABRADOR RETRIEVER,CANINE,9
V380990,1-Jan,461,218,UNKNOWN,UNKNOWN,14
V380990,1-Jan,312,335,DOMESTIC SHORTHAIR,FELINE,8
V380990,1-Jan,880,480,HOUND,DOG,6
V380990,1-Jan,382,468,OTHER CANINE,CANINE,18
V380990,1-Jan,203,350,HUSKY  SIBERIAN,CANINE,7
V380990,1-Jan,938,310,BEAGLE MIX,CANINE,9
V380990,1-Jan,994,475,DOMESTIC MEDIUMHAIR,FELINE,11
V380990,1-Jan,973,443,BURMAN,FELINE,21
V380990,1-Jan,990,282,APPALOOSA,EQUINE,21
V380990,1-Jan,234,149,CHOW X,DOG,14
V380990,1-Jan,602,126,POODLE MINIATURE,CANINE,20
V380990,1-Jan,859,138,BEAGLE,CANINE,13
V380990,1-Jan,605,406,MIX,CANINE,8
V380990,1-Jan,624,343,PAINT,EQUINE,11
V380990,1-Jan,748,173,AKITA,CANINE,13
V380990,1-Jan,767,220,PITBULL MIX,CANINE,11
V380990,1-Jan,236,103,MIX  LAB. RETRIEVER,CANINE,20
V380990,1-Jan,756,271,COCKER SPANIEL,CANINE,21
V380990,1-Jan,214,107,AKITA MIX,CANINE,13
V380990,1-Jan,836,308,OTHER CANINE,CANINE,6
V380990,1-Jan,534,179,PITBULL,CANINE,12
V380990,1-Jan,978,210,DOMESTIC SHORTHAIR,FELINE,10
V380990,1-Jan,162,303,GOLDEN RETRIEVER,DOG,6
V380990,1-Jan,820,117,GREAT PYRENEES,CANINE,8
V380990,1-Jan,271,184,DSH,FELINE,22
V380990,1-Jan,255,336,BICHON FRISE,CANINE,21
V380990,1-Jan,687,147,AMERICAN STAFFORDSHIRE MIX,CANINE,8
V380990,1-Jan,613,485,DACHSHUND LONGHAIR,CANINE,20
V380990,1-Jan,398,458,TERRIER  YORKSHIRE,CANINE,15
V380990,1-Jan,940,328,HUSKY,CANINE,18
V380990,1-Jan,632,289,DOMESTIC SHORT-HAIRED,FELINE,14
V380990,1-Jan,584,126,CHOW,CANINE,7
V380990,1-Jan,227,213,POINTER,CANINE,19
V380990,1-Jan,723,300,RETRIEVER,CANINE,24
V380990,1-Jan,449,395,DSH,FELINE,22
V380990,1-Jan,521,133,SHEPHERD GERMAN,CANINE,11
V380990,1-Jan,518,397,RETRIEVER GOLDEN,DOG,12
V380990,1-Jan,503,193,RETRIEVER  LABRADOR,CANINE,10
V380990,1-Jan,649,402,RETRIEVER LABRADOR,CANINE,21
V380990,1-Jan,428,274,JACK RUSSEL TERRIER,CANINE,10
V380990,1-Jan,484,417,AMAZON,AVIAN,21
V380990,1-Jan,616,314,SHEPHERD MIX,CANINE,15
V380990,1-Jan,402,244,OTHER CANINE,CANINE,22
V380990,1-Jan,834,498,DACHSHUND,CANINE,16
V380990,1-Jan,861,232,CHIHUAHUA LONG COAT,CANINE,14
V380990,1-Jan,120,119,DOMESTIC LONGHAIR,FELINE,17
V380990,1-Jan,641,420,SHIH TZU,CANINE,16
V380990,1-Jan,923,202,GREAT DANE,CANINE,14
V380990,1-Jan,220,244,RETRIEVER-GOLDEN,CANINE,23
V380990,1-Jan,934,106,PITBULL MIX,CANINE,13
V380990,1-Jan,207,358,SHORTHAIR  DOMESTIC,FELINE,13
V380990,1-Jan,618,442,LABRADOR RETRIEVER,CANINE,15
V380990,1-Jan,558,168,CHOW MIX,CANINE,7
V380990,1-Jan,647,343, SHIH TZU MIX,CANINE,13
V380990,1-Jan,664,220,DOMESTIC SHORT HAIR,FELINE,12
V380990,1-Jan,133,265,SHIH TZU MIX,CANINE,20
V380990,1-Jan,167,166,OTHER BREED,LARGE SPECIE,23
V380990,1-Jan,200,251,MEDIUM MIXED BREED,CANINE,21
V380990,1-Jan,102,218,DACH MINI WIRECOAT,CANINE,4
V380990,1-Jan,520,108,SIBERIAN,FELINE,9
V380990,1-Jan,134,162,MIXED,CANINE,17
V380990,1-Jan,181,311,SHORTHAIR  DOMESTIC,FELINE,24
V380990,1-Jan,952,235,AMERICAN PIT BULL,CANINE,5
V380990,1-Jan,849,302,ST. BERNARD,CANINE,22
V380990,1-Jan,264,345,MIX  LAB. RETRIEVER,CANINE,20
V380990,1-Jan,743,377,MALTESE,CANINE,20
V380990,1-Jan,313,356,HIMALAYAN X,FELINE,12
V380990,1-Jan,519,414,DMH,FELINE,23
V380990,1-Jan,535,468,DALMATIAN,CANINE,8
V380990,1-Jan,830,125,HUSKY,CANINE,21
V380990,1-Jan,435,257,SCHNAUZER MIX,CANINE,15
V380990,1-Jan,231,404,GERMAN SHEPHERD,CANINE,7
V380990,1-Jan,315,162,ROTTWEILER,CANINE,20
V380990,1-Jan,101,218,SHIH TZU,CANINE,12
V380990,1-Jan,140,264,PIT BULL,CANINE,13
V380990,1-Jan,546,285,RETRIEVER LABRADOR MIX,CANINE,14
V380990,1-Jan,258,365,PAINT,EQUINE,20
V380990,1-Jan,424,188,RETRIEVER  GOLDEN,CANINE,21
V380990,1-Jan,212,155,PIT BULL,CANINE,15
V380990,1-Jan,294,131,COLLIE  BORDER,CANINE,17
V380990,1-Jan,335,441,SCHNAUZER,CANINE,23
V380990,1-Jan,362,132,DOMESTIC SHORT HAIR,FELINE,7
V380990,1-Jan,712,268,PERSIAN,FELINE,4
V380990,1-Jan,932,137,DOMESTIC SHORT HAIR,FELINE,19
V380990,1-Jan,384,284,BORDER COLLIE,CANINE,18
V380990,1-Jan,962,325,YORKSHIRE TERRIER MIX,CANINE,13
V380990,1-Jan,617,372,MIXED LAB,CANINE,15
V380990,1-Jan,898,218,SHORTHAIR  DOMESTIC,FELINE,13
V380990,1-Jan,638,290,LHASA APSO,CANINE,10
V380990,1-Jan,943,405,DOMESTIC LONGHAIR,FELINE,18
V380990,1-Jan,868,362,AFRICAN GREY PARROT,BIRD,6
V380990,1-Jan,986,108,DOBERMAN,CANINE,3
V380990,1-Jan,728,177,BERNESE MOUNTAIN DOG,DOG,9
V380990,1-Jan,272,484,BEAGLE,CANINE,18
V380990,1-Jan,585,266,CHIHUAHUA,CANINE,18
V380990,1-Jan,509,118,RAT TERRIER,CANINE,20
V380990,1-Jan,889,105,TERRIER MIX,CANINE,19
V380990,1-Jan,260,374,RETRIEVER  NOVA SCOTIA DUCK,CANINE,14
V380990,1-Jan,476,474,DMH,CAT,13
V380990,1-Jan,366,256,CHIHUAHUA,CANINE,23
V380990,1-Jan,419,439,DOMESTIC SHORTHAIR,FELINE,16
V380990,1-Jan,867,341,LAB,CANINE,18
V380990,1-Jan,875,248,PITBULL MIX,CANINE,14
V380990,1-Jan,300,430,DOMESTIC SHORTHAIR,CAT,23
V380990,1-Jan,108,263,BERNADOODLE,CANINE,3
V380990,1-Jan,732,132,Z7,CANINE,16
V380990,1-Jan,697,313,DOMESTIC MEDIUM HAIR,FELINE,8
V380990,1-Jan,160,109,WARMBLOOD,EQUINE,6
V380990,1-Jan,596,191,SAINT BERNARD,CANINE,13
V380990,1-Jan,928,318,GOAT,GOAT,7
V380990,1-Jan,968,369,ENG SPRINGER SPANIEL,CANINE,10
V380990,1-Jan,796,450,RAT TERRIER,DOG,6
V380990,1-Jan,873,215,DOMESTIC SHORT HAIR,FELINE,12
V380990,1-Jan,285,133,DOMESTIC SHORT HAIR,FELINE,21
V380990,1-Jan,814,378,PITBULL MIX,CANINE,4
V380990,1-Jan,168,243,RETRIEVER LABRADOR,CANINE,19
V380990,1-Jan,614,452,MINIATURE PINSCHER,CANINE,17
V380990,1-Jan,344,430,DOMESTIC SHORTHAIR,FELINE,8
V380990,1-Jan,124,123,RETRIEVER LABRADOR,CANINE,17
V380990,1-Jan,211,182,DOMESTIC MEDIUM HAIR,FELINE,15
V380990,1-Jan,352,219,ALASKAN MALAMUTE/MIX,CANINE,7
V380990,1-Jan,548,351,CHIHUAHUA MIX,CANINE,12
V380990,1-Jan,724,140,GOLDEN MIX,CANINE,20
V380990,1-Jan,293,117,PUG,CANINE,21
V380990,1-Jan,228,366,SAINT BERNARD,CANINE,13
V380990,1-Jan,173,284,RETRIEVER  LABRADOR,CANINE,12
V380990,1-Jan,270,178,CHIHUAHUA,CANINE,23
V380990,1-Jan,591,100,DOMESTIC SHORTHAIR,FELINE,5
V380990,1-Jan,608,340,DOMESTIC SHORTHAIRR,FELINE,3
V380990,1-Jan,177,470,DACHSHUND/CHIHUAHUA,CANINE,7
V380990,1-Jan,587,120,RETRIEVER GOLDEN LH,CANINE,16
V380990,1-Jan,890,419,DOMESTIC SHORTHAIR,FELINE,11
V380990,1-Jan,267,377,PEMBROKE WELSH CORGI,CANINE,17
V380990,1-Jan,901,179,MIXED,CANINE,19
V380990,1-Jan,900,290,POMERANIAN,CANINE,24
V380990,1-Jan,357,309,ITALIAN GREYHOUND,CANINE,14
V380990,1-Jan,288,322,PITBULL,CANINE,23
V380990,1-Jan,296,116,COLLIE  BORDER MIX,CANINE,19
V380990,1-Jan,795,378,OTHER BREED,FELINE,17
V380990,1-Jan,964,273,DSH,FELINE,19
V380990,1-Jan,193,481,DOBERMAN PINSCHER MINIATURE,CANINE,18
V380990,1-Jan,179,373,DOMESTIC MEDIUMHAIR,FELINE,16
V380990,1-Jan,690,170,AMERICAN ESKIMO,DOG,22
V380990,1-Jan,627,390,SHEPHERD MIX,CANINE,15
V380990,1-Jan,813,450,DMH,FELINE,17
V380990,1-Jan,580,277,DOMESTIC SHORTHAIR,FELINE,10
V380990,1-Jan,598,295,GREAT DANE MIX,CANINE,18
V380990,1-Jan,453,354,CAVAPOO,CANINE,2
V380990,1-Jan,965,252,CHIHUAHUA,CANINE,11
V380990,1-Jan,356,430,DOMESTIC LONGHAIR,FELINE,14
V380990,1-Jan,135,210,BOSTON,DOG,16
V380990,1-Jan,842,306,SHEPHERD MIX,CANINE,24
V380990,1-Jan,650,158,SILKY TERRIER,CANINE,23
V380990,1-Jan,430,437,YORKIE POO,CANINE,15
V380990,1-Jan,114,133,BORDER COLLIE,CANINE,13
V380990,1-Jan,113,186,CHIHUAHUA  SMOOTH,CANINE,10
V380990,1-Jan,835,316,DOMESTIC MEDIUMHAIR,FELINE,23
V380990,1-Jan,504,459,DOMESTIC SHORTHAIR,FELINE,14
V380990,1-Jan,123,376,DSH,FELINE,16
V380990,1-Jan,342,315,MIXED,CANINE,8
V380990,1-Jan,883,234,DOMESTIC SHORT HAIR,FELINE,13
V380990,1-Jan,676,328,DOMESTIC SHORTHAIR,FELINE,16
V380990,1-Jan,857,367,B977,CANINE,17
V380990,1-Jan,851,442,SHIH TZU,CANINE,17
V380990,1-Jan,336,188,CHIHUAHUA,DOG,19
V380990,1-Jan,662,277,AMAZON,AVIAN,14
V380990,1-Jan,670,135,SHORTHAIR  DOMESTIC,FELINE,17
V380990,1-Jan,259,458,YELLOW-CROWNED AMAZON,AVIAN,11
V380990,1-Jan,360,176,GER. SHEPHERD MX,CANINE,15
V380990,1-Jan,465,185,HOUND MIX,CANINE,10
V380990,1-Jan,971,379,CHIHUAHUA,CANINE,20
V380990,1-Jan,680,461,MIXED BREED,CANINE,14
V380990,1-Jan,119,198,PUG,CANINE,23
V380990,1-Jan,111,116,COLLIE  MIX,CANINE,20
V380990,1-Jan,643,112,SPANIELCOCKER,CANINE,12
V380990,1-Jan,297,223,HUSKY,CANINE,18
V380990,1-Jan,854,488,DOMESTIC SHORTHAIR,FELINE,5
V380990,1-Jan,657,238,CHIHUAHUA,DOG,21
V380990,1-Jan,822,346,DOMESTIC SHORT HAIR,FELINE,6
V380990,1-Jan,508,460,MALTESE,CANINE,12
V380990,1-Jan,625,267,DOMESTIC MEDIUM HAIR,FELINE,22
V380990,1-Jan,470,106,DOMESTIC SHORTHAIR,CAT,2
V380990,1-Jan,190,121,DOMESTIC SHORTHAIR,FELINE,5
V380990,1-Jan,678,493,DOMESTIC SHORTHAIR,FELINE,17
V380990,1-Jan,897,439,DOMESTIC LONGHAIR,FELINE,6
V380990,1-Jan,292,440,POMERANIAN,CANINE,9
V380990,1-Jan,635,184,DACH+STANDARD+LONGHR,CANINE,7
V380990,1-Jan,828,122, MINIATURE SCHNAUZER,CANINE,16
V380990,1-Jan,375,213,DACHSHUND,CANINE,17
V380990,1-Jan,800,490,SHEPHERD  AUSTRALIAN,CANINE,3
V380990,1-Jan,411,401,DOMESTIC MEDIUMHAIR,FELINE,4
V380990,1-Jan,942,213,RETRIEVER  LABRADOR,CANINE,14
V380990,1-Jan,804,370,PITBULL,CANINE,10
V380990,1-Jan,871,313,SCHNAUZER MINIATURE,CANINE,14
V380990,1-Jan,673,285,AKITA,CANINE,24
V380990,1-Jan,319,333,DOMESTIC LONG HAIR,CAT,15
V380990,1-Jan,532,321,SHORTHAIR  DOMESTIC,FELINE,20
V380990,1-Jan,284,109,PIT BULL MIX,CANINE,2
V380990,1-Jan,711,205,RETRIEVER  LABRADOR,CANINE,17
V380990,1-Jan,115,138,BRUSSELS GRIFFON,CANINE,18
V380990,1-Jan,216,167,MIXED,CANINE,13
V380990,1-Jan,696,402,AFFENPINSCHER,CANINE,7
V380990,1-Jan,438,223,LOT/PEN,BOVINE,11
V380990,1-Jan,414,263,DOMESTIC SHORT HAIR,FELINE,16
V380990,1-Jan,505,455,MALTESE,CANINE,19
V380990,1-Jan,628,424,SPRINGER SPANIEL MIX,CANINE,21
V380990,1-Jan,856,140,MIXED,CANINE,13
V380990,1-Jan,612,461,HUSKY,CANINE,10
V380990,1-Jan,843,108,POODLE,CANINE,22
V380990,1-Jan,413,241,DOMESTIC LONGHAIR,FELINE,12
V380990,1-Jan,969,344,JAPANESE CHIN,CANINE,14
V380990,1-Jan,206,437,TERRIER MIX,CANINE,19
V380990,1-Jan,797,367,CHIHUAHUA MIX,CANINE,16
V380990,1-Jan,916,476,DOMESTIC SHORT HAIR,FELINE,23
V380990,1-Jan,364,121,DOMESTIC MEDIUM HAIR,FELINE,17
V380990,1-Jan,240,329,GREAT DANE X,CANINE,8
V380990,1-Jan,926,472,DOMESTIC SHORTHAIR,FELINE,5
V380990,1-Jan,501,463,DOMESTIC SHORTHAIR,FELINE,4
V380990,1-Jan,583,385,BOXER,CANINE,20
V380990,1-Jan,667,108,DOMESTIC MED. HAIR,FELINE,20
V380990,1-Jan,306,327,DOMESTIC SHORTHAIR,FELINE,8
V380990,1-Jan,237,150,RETRIEVER  LABRADOR MIXED,CANINE,12
V380990,1-Jan,389,285,DOMESTIC SHORTHAIR,FELINE,22
V380990,1-Jan,993,380,GERMAN SHEPHERD,DOG,8
V380990,1-Jan,176,470,DOMESTIC SHORT HAIR,FELINE,20
V380990,1-Jan,222,157,DOMESTIC SHORT HAIR,FELINE,10
V380990,1-Jan,987,228,SHIH TZU,CANINE,5
V380990,1-Jan,845,417,WOODLE,CANINE,10
V380990,1-Jan,178,142,LABRADOR RETRIEVER MIX,DOG,19
V380990,1-Jan,844,139,LAB MIX,CANINE,4
V380990,1-Jan,775,346,SHORTHAIR  DOMESTIC,FELINE,20
V380990,1-Jan,440,266,SHIH TZU MIX,CANINE,23
V380990,1-Jan,902,287,POMERANIAN,CANINE,16
V380990,1-Jan,350,122,AMERICAN BULLDOG,CANINEGHT,3
V380990,1-Jan,597,498,CHIHUAHUA,CANINE,13
V380990,1-Jan,127,390,PIT BULL AMERICAN,CANINE,9
V380990,1-Jan,483,363,POODLE MIX,CANINE,20
V380990,1-Jan,409,134,GREAT DANE,CANINE,12
V380990,1-Jan,205,181,DOMESTIC MEDIUM-HAIRED,FELINE,17
V380990,1-Jan,810,169,POODLE  TOY,CANINE,10
V380990,1-Jan,118,293,DOMESTIC LONGHAIR,FELINE,16
V380990,1-Jan,472,412,POODLE/MINIATURE,CANINE,24
V380990,1-Jan,959,413,DOMESTIC SHORT-HAIRED,FELINE,14
V380990,1-Jan,265,120,FERRET,FERRET,18
V380990,1-Jan,544,358,WALKER HOUND,CANINE,24
V380990,1-Jan,903,143,MINATURE PINSCHER,CANINE,20
V380990,1-Jan,806,186,GERMAN WIREHAIR POINTER,CANINE,4
V380990,1-Jan,164,138,BELGIAN MALINOIS,CANINE,8
V380990,1-Jan,708,346,DACHSHUND MINIATURE,CANINE,9
V380990,1-Jan,340,433,DOMESTIC SHORTHAIR,FELINE,20
V380990,1-Jan,983,140,CATTLE DOG  AUSTRALIAN,CANINE,3
V380990,1-Jan,314,229,TERRIER YORKSHIRE,CANINE,13
V380990,1-Jan,487,144,SCHNAUZER  MINIATURE,CANINE,8
V380990,1-Jan,878,461,RETRIEVER LABRADOR,CANINE,9
V380990,1-Jan,578,203,POMERANIAN,CANINE,21
V380990,1-Jan,685,251,SHEPHERD GERMAN,DOG,23
V380990,1-Jan,677,225,SIAMESE MIX,FELINE,22
V380990,1-Jan,204,213,MIX POINTER,CANINE,18
V380990,1-Jan,946,354,ROTTWEILER,CANINE,23
V380990,1-Jan,454,125,POMERANIAN,CANINE,14
V380990,1-Jan,832,434,DACHSHUND/SHORT-HAIR,CANINE,19
V380990,1-Jan,911,223,MEDIUMHAIR  DOMESTIC,FELINE,20
V380990,1-Jan,523,225,DOMESTIC SHORTHAIR,FELINE,20
V380990,1-Jan,956,472,CORGI MIX,CANINE,12
V380990,1-Jan,250,212,TERRIER YORKSHIRE,CANINE,6
V380990,1-Jan,278,316,BEAGLE MIX,CANINE,16
V380990,1-Jan,363,185,LAB,DOG,2
V380990,1-Jan,439,155,CHIWEENIE,CANINE,2
V380990,1-Jan,855,168,CHIHUAHUA,CANINE,15
V380990,1-Jan,180,480,MIXED,CANINE,11
V380990,1-Jan,702,346,CHIHUAHUA MIX,CANINE,15
V380990,1-Jan,188,202,DOMESTIC LONGHAIR,FELINE,21
V380990,1-Jan,482,417,NEWFOUNDLAND,CANINE,5
V380990,1-Jan,852,427,DOMESTIC SHORTHAIR,FELINE,16
V380990,1-Jan,646,150,DOMESTIC SHORT HAIR,FELINE,24
V380990,1-Jan,679,374,PIT BULL TERRIER,CANINE,7
V380990,1-Jan,437,459,DOMESTIC SHORTHAIR,CAT,9
V380990,1-Jan,528,251,SHIH TZU,CANINE,17
V380990,1-Jan,232,298,DOMESTIC SHORTHAIR,FELINE,18
V380990,1-Jan,644,378,PITBULL,CANINE,21
V380990,1-Jan,467,230,CHIHUAHUA,CANINE,20
V380990,1-Jan,338,373,DSH,FELINE,14
V380990,1-Jan,163,300,MAINE COON CAT,FELINE,24
V380990,1-Jan,560,362,TENNESSEE WALKER,EQUINE,17
V380990,1-Jan,151,215,CHIHUAHUA SMOOTH,CANINE,17
V380990,1-Jan,144,401,MIX,CANINE,24
V380990,1-Jan,268,301,BEAGLE,CANINE,22
V380990,1-Jan,740,259,RETRIEVER MIXED,CANINE,12
V380990,1-Jan,829,125,PITBULL,CANINE,13
V380990,1-Jan,745,146,SCHNAUZER,CANINE,10
V380990,1-Jan,860,355,BICHON FRISE,CANINE,12
V380990,1-Jan,158,315,COLLIE BORDR,CANINE,19
V380990,1-Jan,631,338,WARMBLOOD,EQUINE,6
V380990,1-Jan,675,446,SCHNAUZER MIX,CANINE,13
V380990,1-Jan,837,401,LHASA APSO MIX,DOG,24
V380990,1-Jan,648,228,DOMESTIC MEDIUM HAI,FELINE,10
V380990,1-Jan,392,206,MALTESE,CANINE,17
V380990,1-Jan,105,204,ROTTWEILER,CANINE,24
V380990,1-Jan,783,480,DOMESTIC SHORTHAIR,FELINE,18
V380990,1-Jan,744,293,CHIHUAHUA,CANINE,8
V380990,1-Jan,452,468,LABRADOR RETRIEVER,CANINE,11
V380990,1-Jan,378,180,CHIHUAHUA MIX,CANINE,10
V380990,1-Jan,639,289,PIT BULL TERRIER AMERICAN,CANINE,6
V380990,1-Jan,194,379,LHASA APSO MIX,CANINE-DOGS,17
V380990,1-Jan,886,120,PINSCHER  MINIATURE,CANINE,22
V380990,1-Jan,233,245,OTHER FELINE,FELINE,6
V380990,1-Jan,913,483,COCKATIEL,BIRD,13
V380990,1-Jan,688,496,PEKINGESE MIX,CANINE,18
V380990,1-Jan,460,144,BIRMAN,FELINE,20
V380990,1-Jan,689,129,MIXED,CANINE,9
V380990,1-Jan,864,317,SHORTHAIR  DOMESTIC,FELINE,17
V380990,1-Jan,896,148,POMERANIAN,CANINE,19
V380990,1-Jan,977,213,AMERICAN SHORTHAIR,FELINE,13
V380990,1-Jan,840,382,SHORTHAIR  DOMESTIC,FELINE,15
V380990,1-Jan,182,338,JACK RUSSELL TERRIER/MIX,CANINE,8
V380990,1-Jan,122,248,BEAGLE,CANINE,11
V380990,1-Jan,794,486,MIXED,DOG,11
V380990,1-Jan,498,293,PITBULL,CANINE,5
V380990,1-Jan,408,231,SIAMESE MIX,FELINEIGHT,12
V380990,1-Jan,310,283,DOBERMAN,CANINE,3
V380990,1-Jan,129,261,AMERICAN PIT BULL,DOG,2
V380990,1-Jan,669,347,COTON DE TULEAR,CANINE,14
V380990,1-Jan,661,265,PITBULL,CANINE,7
V380990,1-Jan,500,303, D.M.H.,FELINE,9
V380990,1-Jan,937,149,CHIHUAHUA MIX,CANINE,18
V380990,1-Jan,863,244,NUBIAN,CAPRINE,2
V380990,1-Jan,941,271,GREAT PYRENEES,CANINE,6
V380990,1-Jan,787,422,RETRIEVER LABRADOR,CANINE,16
V380990,1-Jan,143,340,AUSTRALIAN SHEPHERD,CANINE,5
V380990,1-Jan,427,388,CHIHUAHUA,CANINE,10
V380990,1-Jan,347,314,PUG,CANINE,7
V380990,1-Jan,187,237,DOBERMAN PINSCHER,CANINE,5
V380990,1-Jan,225,228,SCHIPPERKE,CANINE,19
V380990,1-Jan,684,359,BORDER COLLIE,CANINE,19
V380990,1-Jan,257,257,PITBULL,CANINE,12
V380990,1-Jan,497,446,GREAT DANE,CANINE,8
V380990,1-Jan,668,319,MIX  CHOW/SHEPARD,CANINE,13
V380990,1-Jan,768,201,MEDIUMHAIR  DOMESTIC,FELINE,15
V380990,1-Jan,841,327,MIX  LAB. RETRIEVER,CANINE,20
V380990,1-Jan,547,171,SIAMESE,FELINE,22
V380990,1-Jan,807,494,LAB MIX,CANINE,10
V380990,1-Jan,899,270,MIXED,CANINE,12
V380990,1-Jan,672,151,RETRIEVER  LABRADOR,CANINE,9
V380990,1-Jan,538,313,LABRADOR RETRIEVER,CANINE,21
V380990,1-Jan,533,479,TABBY,FELINE,16
V380990,1-Jan,305,318,DOMESTIC SHORTHAIRR,FELINE,13
V380990,1-Jan,818,108,DOMESTIC SHORT HAIR,FELINE,9
V380990,1-Jan,692,125,RETRIEVER  GOLDEN,CANINE,6
V380990,1-Jan,788,321,MIXED,CANINE,2
V380990,1-Jan,719,324,CORGI PEMBROKE,CANINE,20
V380990,1-Jan,979,324,DOMESTIC SHORTHAIR,FELINE,8
V380990,1-Jan,823,258,MALTESE,CANINE,14
V380990,1-Jan,418,371,SHORTHAIR  DOMESTIC,FELINE,12
V380990,1-Jan,410,434,DOMESTIC LONG HAIR,FELINE,17
V380990,1-Jan,130,493,COTON DE TULEAR,CANINE,15
V380990,1-Jan,610,440,NEWFOUNDLAND,CANINE,22
V380990,1-Jan,531,473,TERRIER/CAIRN,CANINE,17
V380990,1-Jan,148,132,SPANIEL  CAVALIER KING CHARLES,CANINE,22
V380990,1-Jan,891,491,PIT BULL TERRIER,DOG,4
V380990,1-Jan,429,403,BEAGLE,CANINE,13
V380990,1-Jan,386,419,YORKSHIRE/MIX,CANINE,12
V380990,1-Jan,371,240,DACHSHUND,DOG,21
V380990,1-Jan,339,289,DOMESTIC SHORT-HAIRED,FELINE,6
V380990,1-Jan,579,483,SPANIEL  COCKER,CANINE,17
V380990,1-Jan,154,405,DOMESTIC SHORT HAIR,FELINE,10
V380990,1-Jan,961,204,GOLDENDOODLE,CANINE,11
V380990,1-Jan,516,233,LABRADOR RETRIEVER,CANINE,12
V380990,1-Jan,963,191,DUFUS,CANINE,16
V380990,1-Jan,112,450,PIT BULL TYPE MIX,CANINE,7
V380990,1-Jan,761,168,AIREDALE TERRIER,CANINE,13
V380990,1-Jan,727,212,DOMESTIC SHORTHAIR,FELINE,22
V380990,1-Jan,399,492,DOMESTIC SHORTHAIR,CAT,13
V380990,1-Jan,599,296,LABRADOR RETRIEVER,CANINE,17
V380990,1-Jan,183,180,DOMESTIC SHORTHAIR,CAT,13
V380990,1-Jan,629,152,GREYHOUND,CANINE,6
V380990,1-Jan,603,246,DACHSHUND/LONGHAIR,CANINE,11
V380990,1-Jan,131,236,BEAGLE,CANINE,13
V380990,1-Jan,320,360,SHAR PEI,CANINE,4
V380990,1-Jan,798,336,CHOW MIX,CANINE,23
V380990,1-Jan,493,393,TERRIER  YORKSHIRE,CANINE,19
V380990,1-Jan,304,293,DOMESTIC SHORTHAIR,FELINE,8
V380990,1-Jan,853,492,LABRADOR RETRIEVER,CANINE,14
V380990,1-Jan,766,305,RETRIEVER/LAB/MIX,CANINE,17
V380990,1-Jan,681,387,LAB MIX,CANINE,4
V380990,1-Jan,742,115,DSH,FELINE,10
V380990,1-Jan,226,474,PITBULL,CANINE,7
V380990,1-Jan,137,142,SHORTHAIR  DOMESTIC,FELINE,24
V380990,1-Jan,266,209,GER SH HAI,CANINE,16
V380990,1-Jan,944,187,CHIHUAHUA,CANINE,7
V380990,1-Jan,741,316,YORKSHIRE TERRIER,CANINE,12
V380990,1-Jan,589,200,CHIHUAHUA,CANINE,21
V380990,1-Jan,581,234,SHEEPDOG,CANINE,23
V380990,1-Jan,607,105,DOMESTIC SHORTHAIR,FELINE,23
V380990,1-Jan,328,387,DOMESTIC SHORT HAIR,FELINE,19
V380990,1-Jan,464,478,COTON DE TULEAR,CANINE,9
V380990,1-Jan,753,262,CURR,CANINE,23
V380990,1-Jan,345,319,TERRIER BOSTON,CAT,7
V380990,1-Jan,817,135,DOMESTIC MEDIUMHAIR,FELINE,15
V380990,1-Jan,393,247,DOMESTIC LONGHAIR,FELINE,18
V380990,1-Jan,318,285,LHASA APSO MIX,CANINE,16
V380990,1-Jan,778,460,SIAM MIX,FELINE,17
V380990,1-Jan,121,206,DOMESTIC SHORTHAIR,FELINE,19
V380990,1-Jan,381,303,DOMESTIC SHORT HAIR,FELINE,18
V380990,1-Jan,346,402,AUSTRALIAN CATTLE DOG,CANINE,7
V380990,1-Jan,256,231,DOMESTIC SHORTHAIR,FELINE,10
V380990,1-Jan,309,318,POODLESTANDARD,CANINE,6
V380990,1-Jan,380,455,ENGLISH BULLDOG,CANINE,13
V380990,1-Jan,132,330,COCKER SPANIEL,CANINE,15
V380990,1-Jan,170,297,GUINEA PIG,RODENT,22
V380990,1-Jan,372,490,LABRADOR RETRIEVER MIX,DOG,19
V380990,1-Jan,341,156,UNKNOWN,UNKNOWN,10
V380990,1-Jan,738,461,RETRIEVER GOLDEN,CANINE,17
V380990,1-Jan,884,446,DACHSHUND,CANINE,6
V380990,1-Jan,695,425,RETRIEVER  GOLDEN,CANINE,7
V380990,1-Jan,874,461,BLUE HEELER,CANINE,21
V380990,1-Jan,295,336,BEAGLE,CANINE,9
V380990,1-Jan,769,189,MALTESE,CANINE,8
